product_name,category,gender,details,description,MSRP
Land Rover Discovery Sport 2015,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2015 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",37070
Land Rover Discovery Sport 2015,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2015 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",45570
Land Rover Discovery Sport 2015,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2015 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",41570
Land Rover Discovery Sport 2016,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2016 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",41955
Land Rover Discovery Sport 2016,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2016 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",45955
Land Rover Discovery Sport 2016,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2016 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",37455
Land Rover Discovery Sport 2017,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2017 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",46595
Land Rover Discovery Sport 2017,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2017 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",42195
Land Rover Discovery Sport 2017,4dr SUV,Women,"premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize","Women 4dr SUV Land Rover Discovery Sport 2017 premium unleaded (recommended), 240.0 HP, AUTOMATIC, all wheel drive, Crossover,Luxury, Midsize",37695
Land Rover Discovery 2003,4dr SUV,Women,"premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize","Women 4dr SUV Land Rover Discovery 2003 premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize",34350
Land Rover Discovery 2003,4dr SUV,Women,"premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize","Women 4dr SUV Land Rover Discovery 2003 premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize",40350
Land Rover Discovery 2003,4dr SUV,Women,"premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize","Women 4dr SUV Land Rover Discovery 2003 premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize",38350
Land Rover Discovery 2004,4dr SUV,Women,"premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize","Women 4dr SUV Land Rover Discovery 2004 premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize",38685
Land Rover Discovery 2004,4dr SUV,Women,"premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize","Women 4dr SUV Land Rover Discovery 2004 premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize",40685
Land Rover Discovery 2004,4dr SUV,Women,"premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize","Women 4dr SUV Land Rover Discovery 2004 premium unleaded (required), 217.0 HP, AUTOMATIC, four wheel drive, Luxury, Midsize",34330
Cadillac DTS 2009,Sedan,Women,"regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2009 regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",51460
Cadillac DTS 2009,Sedan,Women,"regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2009 regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",46280
Cadillac DTS 2009,Sedan,Women,"regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2009 regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",49730
Cadillac DTS 2009,Sedan,Women,"regular unleaded, 292.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2009 regular unleaded, 292.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",54230
Cadillac DTS 2009,Sedan,Women,"regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2009 regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",49230
Cadillac DTS 2009,Sedan,Women,"regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2009 regular unleaded, 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",47625
Cadillac DTS 2010,Sedan,Women,"premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2010 premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",46280
Cadillac DTS 2010,Sedan,Women,"premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2010 premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",51525
Cadillac DTS 2010,Sedan,Women,"premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2010 premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",54425
Cadillac DTS 2010,Sedan,Women,"premium unleaded (recommended), 292.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2010 premium unleaded (recommended), 292.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",59475
Cadillac DTS 2011,Sedan,Women,"premium unleaded (recommended), 292.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2011 premium unleaded (recommended), 292.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",59875
Cadillac DTS 2011,Sedan,Women,"premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2011 premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",51925
Cadillac DTS 2011,Sedan,Women,"premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2011 premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",54825
Cadillac DTS 2011,Sedan,Women,"premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large","Women Sedan Cadillac DTS 2011 premium unleaded (recommended), 275.0 HP, AUTOMATIC, front wheel drive, Luxury, Large",46680
Dodge Durango 2015,4dr SUV,Men,"regular unleaded, 290.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2015 regular unleaded, 290.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",36895
Dodge Durango 2015,4dr SUV,Men,"premium unleaded (recommended), 360.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2015 premium unleaded (recommended), 360.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large",42495
Dodge Durango 2015,4dr SUV,Men,"regular unleaded, 290.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2015 regular unleaded, 290.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",39495
Dodge Durango 2015,4dr SUV,Men,"regular unleaded, 290.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2015 regular unleaded, 290.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",40995
Dodge Durango 2015,4dr SUV,Men,"regular unleaded, 290.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2015 regular unleaded, 290.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large",33095
Dodge Durango 2015,4dr SUV,Men,"regular unleaded, 290.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2015 regular unleaded, 290.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",43595
Dodge Durango 2015,4dr SUV,Men,"premium unleaded (recommended), 360.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2015 premium unleaded (recommended), 360.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",39995
Dodge Durango 2015,4dr SUV,Men,"regular unleaded, 290.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2015 regular unleaded, 290.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",30495
Dodge Durango 2016,4dr SUV,Men,"premium unleaded (recommended), 360.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2016 premium unleaded (recommended), 360.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",41995
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 293.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 293.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",39595
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 293.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 293.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",30495
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",43895
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 293.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 293.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large",33095
Dodge Durango 2016,4dr SUV,Men,"premium unleaded (recommended), 360.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2016 premium unleaded (recommended), 360.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large",44595
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",42390
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 293.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 293.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",36995
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",41295
Dodge Durango 2016,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2016 regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",44990
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",37495
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",42490
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",40095
Dodge Durango 2017,4dr SUV,Men,"premium unleaded (recommended), 360.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2017 premium unleaded (recommended), 360.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",42095
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover, Large",29995
Dodge Durango 2017,4dr SUV,Men,"premium unleaded (recommended), 360.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2017 premium unleaded (recommended), 360.0 HP, AUTOMATIC, all wheel drive, Crossover,Performance, Large",44695
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, rear wheel drive, Crossover,Performance, Large",41395
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",43995
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",45090
Dodge Durango 2017,4dr SUV,Men,"regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large","Men 4dr SUV Dodge Durango 2017 regular unleaded, 295.0 HP, AUTOMATIC, all wheel drive, Crossover, Large",32595
Dodge Dynasty 1991,Sedan,Women,"regular unleaded, 100.0 HP, AUTOMATIC, front wheel drive, , Midsize","Women Sedan Dodge Dynasty 1991 regular unleaded, 100.0 HP, AUTOMATIC, front wheel drive, , Midsize",2000
Dodge Dynasty 1991,Sedan,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, , Midsize","Women Sedan Dodge Dynasty 1991 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, , Midsize",2000
Dodge Dynasty 1992,Sedan,Women,"regular unleaded, 100.0 HP, AUTOMATIC, front wheel drive, , Midsize","Women Sedan Dodge Dynasty 1992 regular unleaded, 100.0 HP, AUTOMATIC, front wheel drive, , Midsize",2000
Dodge Dynasty 1992,Sedan,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, , Midsize","Women Sedan Dodge Dynasty 1992 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, , Midsize",2000
Dodge Dynasty 1993,Sedan,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, , Midsize","Women Sedan Dodge Dynasty 1993 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, , Midsize",2000
Dodge Dynasty 1993,Sedan,Women,"regular unleaded, 100.0 HP, AUTOMATIC, front wheel drive, , Midsize","Women Sedan Dodge Dynasty 1993 regular unleaded, 100.0 HP, AUTOMATIC, front wheel drive, , Midsize",2000
Ford E-150 1996,Passenger Van,Women,"regular unleaded, 199.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1996 regular unleaded, 199.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2000
Ford E-150 1996,Cargo Van,Women,"regular unleaded, 145.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Cargo Van Ford E-150 1996 regular unleaded, 145.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2000
Ford E-150 1996,Passenger Van,Women,"regular unleaded, 145.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1996 regular unleaded, 145.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2000
Ford E-150 1997,Passenger Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1997 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2000
Ford E-150 1997,Passenger Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1997 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2123
Ford E-150 1997,Passenger Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1997 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2074
Ford E-150 1997,Cargo Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Cargo Van Ford E-150 1997 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2000
Ford E-150 1998,Passenger Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1998 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2301
Ford E-150 1998,Cargo Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Cargo Van Ford E-150 1998 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2079
Ford E-150 1998,Passenger Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1998 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2256
Ford E-150 1998,Passenger Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Passenger Van Ford E-150 1998 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2169
Ford E-250 1996,Cargo Van,Men,"regular unleaded, 199.0 HP, AUTOMATIC, rear wheel drive, , Large","Men Cargo Van Ford E-250 1996 regular unleaded, 199.0 HP, AUTOMATIC, rear wheel drive, , Large",2000
Ford E-250 1996,Cargo Van,Women,"regular unleaded, 145.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Cargo Van Ford E-250 1996 regular unleaded, 145.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2000
Ford E-250 1997,Cargo Van,Men,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Large","Men Cargo Van Ford E-250 1997 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Large",2000
Ford E-250 1997,Cargo Van,Women,"regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Cargo Van Ford E-250 1997 regular unleaded, 200.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2000
Ford E-250 1998,Cargo Van,Women,"regular unleaded, 235.0 HP, AUTOMATIC, rear wheel drive, , Midsize","Women Cargo Van Ford E-250 1998 regular unleaded, 235.0 HP, AUTOMATIC, rear wheel drive, , Midsize",2080
Ford E-250 1998,Cargo Van,Men,"regular unleaded, 235.0 HP, AUTOMATIC, rear wheel drive, , Large","Men Cargo Van Ford E-250 1998 regular unleaded, 235.0 HP, AUTOMATIC, rear wheel drive, , Large",2107
Mercedes-Benz E-Class 2015,Coupe,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize","Women Coupe Mercedes-Benz E-Class 2015 premium unleaded (required), 329.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize",55850
Mercedes-Benz E-Class 2015,Sedan,Women,"premium unleaded (required), 550.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2015 premium unleaded (required), 550.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize",93600
Mercedes-Benz E-Class 2015,Coupe,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize","Women Coupe Mercedes-Benz E-Class 2015 premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize",53350
Mercedes-Benz E-Class 2015,Sedan,Women,"premium unleaded (required), 302.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance,Hybrid, Midsize","Women Sedan Mercedes-Benz E-Class 2015 premium unleaded (required), 302.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance,Hybrid, Midsize",57100
Mercedes-Benz E-Class 2015,Sedan,Women,"premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2015 premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize",54800
Mercedes-Benz E-Class 2015,Wagon,Women,"premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize","Women Wagon Mercedes-Benz E-Class 2015 premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize",59000
Mercedes-Benz E-Class 2015,Sedan,Women,"diesel, 195.0 HP, AUTOMATIC, all wheel drive, Diesel,Luxury, Midsize","Women Sedan Mercedes-Benz E-Class 2015 diesel, 195.0 HP, AUTOMATIC, all wheel drive, Diesel,Luxury, Midsize",54300
Mercedes-Benz E-Class 2015,Convertible,Women,"premium unleaded (required), 402.0 HP, AUTOMATIC, rear wheel drive, Luxury,High-Performance, Midsize","Women Convertible Mercedes-Benz E-Class 2015 premium unleaded (required), 402.0 HP, AUTOMATIC, rear wheel drive, Luxury,High-Performance, Midsize",67750
Mercedes-Benz E-Class 2015,Sedan,Women,"premium unleaded (required), 302.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2015 premium unleaded (required), 302.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize",52300
Mercedes-Benz E-Class 2015,Sedan,Women,"premium unleaded (required), 577.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2015 premium unleaded (required), 577.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize",100600
Mercedes-Benz E-Class 2015,Wagon,Women,"premium unleaded (required), 577.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize","Women Wagon Mercedes-Benz E-Class 2015 premium unleaded (required), 577.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize",103200
Mercedes-Benz E-Class 2015,Sedan,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2015 premium unleaded (required), 329.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize",64850
Mercedes-Benz E-Class 2015,Coupe,Women,"premium unleaded (required), 402.0 HP, AUTOMATIC, rear wheel drive, Luxury,High-Performance, Midsize","Women Coupe Mercedes-Benz E-Class 2015 premium unleaded (required), 402.0 HP, AUTOMATIC, rear wheel drive, Luxury,High-Performance, Midsize",59400
Mercedes-Benz E-Class 2015,Convertible,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize","Women Convertible Mercedes-Benz E-Class 2015 premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize",61350
Mercedes-Benz E-Class 2015,Sedan,Women,"diesel, 195.0 HP, AUTOMATIC, rear wheel drive, Diesel,Luxury, Midsize","Women Sedan Mercedes-Benz E-Class 2015 diesel, 195.0 HP, AUTOMATIC, rear wheel drive, Diesel,Luxury, Midsize",51800
Mercedes-Benz E-Class 2015,Sedan,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2015 premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize",62350
Mercedes-Benz E-Class 2016,Sedan,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2016 premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize",63100
Mercedes-Benz E-Class 2016,Wagon,Women,"premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize","Women Wagon Mercedes-Benz E-Class 2016 premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize",59900
Mercedes-Benz E-Class 2016,Sedan,Women,"diesel, 195.0 HP, AUTOMATIC, all wheel drive, Diesel,Luxury, Midsize","Women Sedan Mercedes-Benz E-Class 2016 diesel, 195.0 HP, AUTOMATIC, all wheel drive, Diesel,Luxury, Midsize",55150
Mercedes-Benz E-Class 2016,Sedan,Women,"premium unleaded (required), 302.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2016 premium unleaded (required), 302.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize",53100
Mercedes-Benz E-Class 2016,Sedan,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2016 premium unleaded (required), 329.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize",65600
Mercedes-Benz E-Class 2016,Sedan,Women,"premium unleaded (required), 577.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2016 premium unleaded (required), 577.0 HP, AUTOMATIC, all wheel drive, Factory Tuner,Luxury,High-Performance, Midsize",101700
Mercedes-Benz E-Class 2016,Sedan,Women,"premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize","Women Sedan Mercedes-Benz E-Class 2016 premium unleaded (required), 302.0 HP, AUTOMATIC, all wheel drive, Luxury,Performance, Midsize",55600
Mercedes-Benz E-Class 2016,Coupe,Women,"premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize","Women Coupe Mercedes-Benz E-Class 2016 premium unleaded (required), 329.0 HP, AUTOMATIC, rear wheel drive, Luxury,Performance, Midsize",54200
